"SP500","Dividend","Earnings","Consumer.Price.Index","Long.Interest.Rate","Real.Price","Real.Dividend","Real.Earnings","PE10","date","dateNumeric","dateNumeric2","dateNumeric3","residualsLinear","residualsQuad","residualsCube","discrRes1","discrRes2","discrRes3","discrRes4","discrRes5","discrRes6","discrRes7","year"
481.92,13.18,31.9,150.9,7.47,797.88,21.82,52.81,20.8,1995-01-02,45291,2051274681,92904281577171,-197.910646581291,-339.343414536242,-160.021527464446,"-240","-220","-280","-300","-175","-200","-250","1995"
493.15,13.17,32.55,151.4,7.2,813.78,21.73,53.71,21.15,1995-01-03,45292,2051365264,92910435537088,-186.703352165783,-328.187005080111,-148.954207407998,"-240","-220","-280","-300","-175","-200","-250","1995"
507.91,13.24,33.18,151.9,7.06,835.38,21.78,54.57,21.64,1995-01-04,45293,2051455849,92916589768757,-171.966057750275,-313.50059836545,-134.356917614851,"-240","-220","-280","-150","-175","-200","-250","1995"
523.81,13.31,33.8,152.2,6.63,859.83,21.84,55.49,22.2,1995-01-05,45294,2051546436,92922744272184,-156.088763334768,-297.67419439226,-118.619658087777,"-160","-220","-140","-150","-175","-200","-250","1995"
539.35,13.36,34.43,152.5,6.17,883.6,21.89,56.41,22.72,1995-01-06,45295,2051637025,92928899047375,-140.57146891926,-282.207793160541,-103.242428829558,"-160","-220","-140","-150","-175","-200","-250","1995"
557.37,13.44,34.68,152.5,6.28,913.12,22.02,56.82,23.38,1995-01-07,45296,2051727616,92935054094336,-122.574174503752,-264.261394670292,-85.3852298429673,"-160","-110","-140","-150","-175","-200","-250","1995"
559.11,13.51,34.93,152.9,6.49,913.57,22.08,57.07,23.28,1995-01-08,45297,2051818209,92941209413073,-120.856880088244,-262.594998921514,-83.808061130784,"-160","-110","-140","-150","-175","-200","-250","1995"
578.77,13.58,35.18,153.2,6.2,943.85,22.15,57.37,23.95,1995-01-09,45298,2051908804,92947365003592,-101.219585672737,-243.008605914206,-64.3109226957782,"-160","-110","-140","-150","-175","-200","-250","1995"
582.92,13.65,34.77,153.7,6.04,947.52,22.19,56.52,23.93,1995-01-10,45299,2051999401,92953520865899,-97.0922912572288,-238.932215648369,-60.3238145407336,"-160","-110","-140","-150","-175","-200","-250","1995"
595.53,13.72,34.37,153.6,5.93,968.65,22.32,55.9,24.35,1995-01-11,45300,2052090000,9.2959677e+13,-84.5049968417211,-226.395828124003,-47.8767366684225,"-160","-110","-140","-150","-175","-200","0","1995"
614.57,13.79,33.96,153.5,5.71,1000.27,22.44,55.27,25.03,1995-01-12,45301,2052180601,92965833405901,-65.4877024262133,-207.429443341107,-28.9996890816188,"-80","-110","-140","-150","-175","-200","0","1995"
614.42,13.89,33.99,154.4,5.65,994.2,22.48,54.99,24.76,1996-01-01,45655,2084379025,95162324386375,-73.675479336473,-233.811490500703,-88.7585329743487,"-160","-110","-140","-150","-175","-200","-250","1996"
649.54,14,34.01,154.9,5.81,1047.63,22.58,54.86,25.98,1996-01-02,45656,2084470336,95168577660416,-38.5781849209652,-198.766078939868,-53.8124121640199,"-80","-110","-140","-150","-175","-200","0","1996"
647.07,14.1,34.04,155.7,6.27,1038.29,22.62,54.62,25.63,1996-01-03,45657,2084561649,95174831208393,-41.0708905054574,-201.310670120503,-56.4563226274799,"-80","-110","-140","-150","-175","-200","0","1996"
647.17,14.16,34.33,156.3,6.51,1034.46,22.63,54.87,25.42,1996-01-04,45658,2084652964,95181085030312,-40.9935960899498,-201.28526404261,-56.5302643675147,"-80","-110","-140","-150","-175","-200","0","1996"
661.23,14.21,34.62,156.6,6.74,1054.91,22.68,55.23,25.81,1996-01-05,45659,2084744281,95187339126179,-26.956301674442,-187.299860706186,-42.644237386896,"-80","-110","-140","-150","-175","0","0","1996"
668.5,14.27,34.91,156.7,6.91,1065.83,22.75,55.66,25.97,1996-01-06,45660,2084835600,95193593496000,-19.7090072589342,-180.104460111233,-35.5482416883963,"-80","-110","-140","-150","-175","0","0","1996"
644.07,14.4,35.27,157,6.87,1024.91,22.91,56.13,24.86,1996-01-07,45661,2084926921,95199848139781,-44.1617128434265,-204.609062257751,-60.1522772747993,"-80","-110","-140","-150","-175","-200","0","1996"
662.68,14.53,35.64,157.3,6.64,1052.52,23.08,56.6,25.41,1996-01-08,45662,2085018244,95206103057528,-25.5744184279188,-186.073667145739,-41.7163441488772,"-80","-110","-140","-150","-175","0","0","1996"
674.88,14.66,36,157.8,6.83,1068.5,23.21,57,25.68,1996-01-09,45663,2085109569,95212358249247,-13.397124012411,-173.948274775198,-29.6904423134039,"-80","-110","-140","-150","0","0","0","1996"
701.46,14.74,36.91,158.3,6.53,1107.07,23.26,58.25,26.48,1996-01-10,45664,2085200896,95218613714944,13.1601704030967,-147.442885146128,-3.28457177116003,"-80","-110","0","0","0","0","0","1996"
735.67,14.82,37.82,158.6,6.2,1158.87,23.35,59.58,27.59,1996-01-11,45665,2085292225,95224869454625,47.3474648186045,-113.307498258528,30.7512674750847,"0","0","0","0","0","0","0","1996"
743.25,14.9,38.73,158.6,6.3,1170.81,23.47,61.01,27.72,1996-01-12,45666,2085383556,95231125468296,54.9047592341122,-105.802114112399,38.1570754225463,"0","0","0","0","0","0","0","1996"
766.22,14.95,39.23,159.1,6.58,1203.2,23.48,61.61,28.33,1997-01-01,46021,2117932441,97469368867261,69.8142767393603,-109.49397576331,-2.70974813845288,"0","0","0","0","0","0","0","1997"
798.39,15.01,39.74,159.6,6.42,1249.79,23.49,62.2,29.27,1997-01-02,46022,2118024484,97475722802648,101.961571154868,-77.3995675807123,29.2747410347248,"0","0","0","0","0","0","0","1997"
792.16,15.06,40.24,160,6.69,1236.94,23.52,62.83,28.8,1997-01-03,46023,2118116529,97482077014167,95.7088655703758,-83.705162139585,22.8591979180696,"0","0","0","0","0","0","0","1997"
763.93,15.09,40.34,160.2,6.89,1191.37,23.54,62.92,27.59,1997-01-04,46024,2118208576,97488431501824,67.4561599858835,-112.010759439928,-5.55637749120919,"0","0","0","0","0","0","0","1997"
833.09,15.13,40.45,160.1,6.71,1300.03,23.61,63.12,29.93,1997-01-05,46025,2118300625,97494786265625,136.593454401391,-42.9263594817419,63.4180148041268,"0","0","0","0","0","0","0","1997"
876.29,15.16,40.55,160.3,6.49,1365.74,23.63,63.2,31.26,1997-01-06,46026,2118392676,97501141305576,179.770748816899,0.198037734973541,106.432374801289,"80","110","140","0","0","0","0","1997"
925.29,15.22,40.58,160.5,6.22,1440.31,23.69,63.17,32.77,1997-01-07,46027,2118484729,97507496621683,228.748043232407,49.1224322102186,155.246702497508,"160","110","140","150","175","200","0","1997"
927.24,15.27,40.61,160.8,6.3,1440.66,23.73,63.1,32.59,1997-01-08,46028,2118576784,97513852213952,230.675337647915,50.9968239439931,157.010997890004,"160","110","140","150","175","200","0","1997"
937.02,15.33,40.64,161.2,6.21,1452.24,23.76,62.99,32.67,1997-01-09,46029,2118668841,97520208082389,240.432632063422,60.7012129362969,166.605260976004,"160","110","140","150","175","200","250","1997"
951.16,15.39,40.33,161.6,6.03,1470.5,23.79,62.36,32.9,1997-01-10,46030,2118760900,97526564227000,254.54992647893,74.76559918713,180.559491752735,"160","110","140","150","175","200","250","1997"
938.92,15.44,40.03,161.5,5.88,1452.48,23.89,61.92,32.34,1997-01-11,46031,2118852961,97532920647791,242.287220894438,62.4499826964927,168.133690217412,"160","110","140","150","175","200","250","1997"
962.37,15.5,39.72,161.3,5.81,1490.6,24.01,61.52,33.03,1997-01-12,46032,2118945024,97539277344768,265.714515309946,85.8243634643848,191.397856367265,"160","110","140","150","175","200","250","1997"
963.36,15.55,39.66,161.6,5.54,1489.37,24.04,61.31,32.86,1998-01-01,46386,2151660996,99806946960456,258.666738399686,59.8728949934308,124.551471755261,"80","110","140","150","175","200","0","1998"
1023.74,15.6,39.6,161.9,5.57,1579.78,24.07,61.11,34.71,1998-01-02,46387,2151753769,99813402082603,319.024032815194,120.176302539262,184.733990721642,"160","220","140","150","175","200","250","1998"
1076.83,15.64,39.54,162.2,5.65,1658.63,24.09,60.9,36.3,1998-01-03,46388,2151846544,99819857483072,372.091327230701,173.189707343623,237.626476384909,"240","220","280","300","175","200","250","1998"
1112.2,15.75,39.35,162.5,5.64,1709.95,24.21,60.5,37.28,1998-01-04,46389,2151939321,99826313161869,407.438621646209,208.483109406513,272.798928742297,"240","220","280","300","350","200","250","1998"
1108.42,15.85,39.16,162.8,5.65,1701,24.32,60.1,36.96,1998-01-05,46390,2152032100,99832769119000,403.635916061717,204.626508727933,268.821347791019,"240","220","280","300","350","200","250","1998"
1108.39,15.95,38.97,163,5.5,1698.87,24.45,59.73,36.8,1998-01-06,46391,2152124881,99839225354471,403.583210477225,204.519905307882,268.593733528301,"240","220","280","300","175","200","250","1998"
1156.58,16.02,38.68,163.2,5.46,1770.56,24.52,59.21,38.26,1998-01-07,46392,2152217664,99845681868288,451.750504892732,252.63329914636,316.586085951373,"320","330","280","300","350","400","250","1998"
1074.62,16.08,38.38,163.4,5.34,1643.07,24.59,58.69,35.42,1998-01-08,46393,2152310449,99852138660457,369.76779930824,170.596690243368,234.428405057452,"240","220","280","300","175","200","250","1998"
1020.64,16.14,38.09,163.6,4.81,1558.63,24.65,58.17,33.53,1998-01-09,46394,2152403236,99858595730984,315.765093723748,116.540078598905,180.250690843765,"160","220","140","150","175","200","250","1998"
1032.47,16.17,37.96,164,4.53,1572.85,24.63,57.83,33.77,1998-01-10,46395,2152496025,99865053079875,327.572388139256,128.293464212972,191.882943307535,"160","220","140","150","175","200","250","1998"
1144.43,16.18,37.84,164,4.83,1743.41,24.65,57.64,37.37,1998-01-11,46396,2152588816,99871510707136,439.509682554763,240.176847085568,303.645162445989,"320","330","280","300","350","200","250","1998"
1190.05,16.2,37.71,163.9,4.65,1814.01,24.69,57.48,38.82,1998-01-12,46397,2152681609,99877968612773,485.106976970271,285.720227216693,349.067348256343,"320","330","280","300","350","400","250","1998"
1248.77,16.28,37.93,164.3,4.72,1898.89,24.76,57.68,40.58,1999-01-01,46751,2185656001,102181603702751,535.789200060011,317.144533330355,335.646254660145,"320","330","420","300","350","400","250","1999"
1246.58,16.37,38.16,164.5,5,1893.25,24.86,57.95,40.4,1999-01-02,46752,2185749504,102188160811008,533.576494475519,314.87694023942,333.246433576278,"320","330","420","300","350","400","250","1999"
1281.66,16.45,38.38,165,5.23,1940.63,24.91,58.11,41.36,1999-01-03,46753,2185843009,102194718199777,568.633788891027,349.879344407015,368.116578176036,"400","440","420","450","350","400","500","1999"
1334.76,16.45,39.26,166.2,5.18,2006.44,24.73,59.02,42.7,1999-01-04,46754,2185936516,102201275869064,621.711083306535,402.901745833138,421.00668845664,"480","440","420","450","525","400","500","1999"
1332.07,16.45,40.14,166.2,5.54,2002.4,24.73,60.34,42.56,1999-01-05,46755,2186030025,102207833818875,618.998377722042,400.134144517791,418.106764415306,"480","440","420","450","525","400","500","1999"
1322.55,16.45,41.02,166.2,5.9,1988.09,24.73,61.66,42.18,1999-01-06,46756,2186123536,102214392049216,609.45567213755,390.536540460973,408.37680604927,"400","440","420","450","350","400","500","1999"
1380.99,16.51,42,166.7,5.79,2069.71,24.75,62.95,43.83,1999-01-07,46757,2186217049,102220950560093,667.872966553058,448.898933662685,466.606813355744,"480","440","420","450","525","400","500","1999"
1327.49,16.58,42.98,167.1,5.94,1984.76,24.78,64.26,41.93,1999-01-08,46758,2186310564,102227509351512,614.350260968565,395.321324122926,412.896786331962,"400","440","420","450","350","400","500","1999"
1318.17,16.64,43.96,167.9,5.92,1961.44,24.76,65.41,41.32,1999-01-09,46759,2186404081,102234068423479,605.007555384073,385.923711841697,403.366724975145,"400","440","420","450","350","400","500","1999"
1300.01,16.66,45.36,168.2,6.11,1930.97,24.74,67.38,40.55,1999-01-10,46760,2186497600,102240627776000,586.824849799581,367.686096818997,384.99662928251,"400","440","420","450","350","400","500","1999"
1391,16.67,46.77,168.3,6.03,2064.89,24.75,69.42,43.21,1999-01-11,46761,2186591121,102247187409081,677.792144215089,458.598479054826,475.776499251291,"480","550","560","450","525","400","500","1999"
1428.68,16.69,48.17,168.3,6.28,2120.83,24.78,71.51,44.2,1999-01-12,46762,2186684644,102253747322728,715.449438630597,496.200858549185,513.24633487871,"560","550","560","600","525","600","500","1999"
1425.59,16.71,49.1,168.8,6.66,2109.97,24.74,72.67,43.77,2000-01-01,47116,2219917456,104593630856896,704.321661720337,465.460939247464,433.579607719199,"480","440","420","450","525","400","500","2000"
1388.87,16.74,50.02,169.8,6.52,2043.52,24.63,73.6,42.19,2000-01-02,47117,2220011689,104600290750613,667.578956135844,428.662345519762,396.637076741648,"480","440","420","450","525","400","500","2000"
1442.21,16.76,50.95,171.2,6.26,2104.65,24.46,74.35,43.22,2000-01-03,47118,2220105924,104606950927032,720.896250551352,481.923749050589,449.754510434451,"480","550","560","450","525","600","500","2000"
1461.36,16.74,51.27,171.3,5.99,2131.35,24.41,74.78,43.53,2000-01-04,47119,2220200161,104613611386159,740.02354496686,500.995149839946,468.681908794821,"560","550","560","450","525","600","500","2000"
1418.48,16.72,51.6,171.5,6.44,2066.39,24.36,75.16,41.97,2000-01-05,47120,2220294400,104620272128000,697.120839382368,458.036547887833,425.57927182,"480","440","420","450","525","400","500","2000"
1461.96,16.7,51.92,172.4,6.1,2118.62,24.2,75.24,42.78,2000-01-06,47121,2220388641,104626933152561,740.578133797876,501.437943194248,468.836599507188,"560","550","560","450","525","600","500","2000"
1473,16.58,52.51,172.8,6.05,2129.67,23.98,75.92,42.76,2000-01-07,47122,2220482884,104633594459848,751.595428213383,512.399335759193,479.653891853636,"560","550","560","600","525","600","500","2000"
1485.46,16.47,53.11,172.8,5.83,2147.69,23.81,76.78,42.87,2000-01-08,47123,2220577129,104640256049867,764.032722628891,524.780725582668,491.891148856543,"560","550","560","600","525","600","500","2000"
1468.05,16.35,53.7,173.7,5.8,2111.52,23.52,77.24,41.9,2000-01-09,47124,2220671376,104646917922624,746.600017044399,507.292112664672,474.258370513151,"560","550","560","600","525","600","500","2000"
1390.14,16.32,52.47,174,5.74,1996.01,23.44,75.33,39.37,2000-01-10,47125,2220765625,104653580078125,668.667311459907,429.303497005205,396.125556820675,"480","440","420","450","525","400","500","2000"
1378.04,16.3,51.23,174.1,5.72,1977.5,23.39,73.52,38.78,2000-01-11,47126,2220859876,104660242516376,656.544605875414,417.124878604268,383.802707776343,"480","440","420","450","525","400","500","2000"
1330.93,16.27,50,174,5.24,1911,23.36,71.79,37.27,2000-01-12,47127,2220954129,104666905237383,609.411900290922,369.936257461861,336.46982337737,"400","440","420","450","350","400","500","2000"
1335.63,16.17,48.48,175.1,5.16,1905.7,23.07,69.17,36.98,2001-01-01,47482,2254540324,107050083664168,606.05141779617,346.552518380287,259.790927360771,"320","330","420","300","350","400","250","2001"
1305.75,16.07,46.96,175.8,5.1,1855.65,22.84,66.74,35.83,2001-01-02,47483,2254635289,107056847427587,576.148712211678,316.592921274348,229.675280303172,"320","330","280","300","350","400","250","2001"
1185.85,15.97,45.44,176.2,4.89,1681.43,22.64,64.43,32.33,2001-01-03,47484,2254730256,107063611475904,456.226006627186,196.613321426938,109.539596899872,"240","220","140","150","175","200","250","2001"
1189.84,15.88,42.56,176.9,5.14,1680.41,22.42,60.1,32.17,2001-01-04,47485,2254825225,107070375809125,460.193301042693,200.523718838058,113.293877148106,"240","220","140","150","175","200","250","2001"
1270.37,15.78,39.67,177.7,5.39,1786.06,22.19,55.78,34.07,2001-01-05,47486,2254920196,107077140427256,540.700595458201,280.974113507707,193.588121045091,"320","330","280","300","350","200","250","2001"
1238.71,15.69,36.79,178,5.28,1738.62,22.02,51.64,33.07,2001-01-06,47487,2255015169,107083905330303,509.017889873709,249.234505435886,161.692328588048,"240","220","280","300","175","200","250","2001"
1204.45,15.71,33.96,177.5,5.24,1695.29,22.11,47.8,32.16,2001-01-07,47488,2255110144,107090670518272,474.735184289217,214.894894622593,127.196499774212,"240","220","280","150","175","200","250","2001"
1178.5,15.72,31.14,177.5,4.97,1658.77,22.13,43.83,31.4,2001-01-08,47489,2255205121,107097435991169,448.762478704724,188.865281067831,101.010634600799,"160","220","140","150","175","200","250","2001"
1044.64,15.74,28.31,178.3,4.73,1463.76,22.06,39.67,27.67,2001-01-09,47490,2255300100,107104201749000,314.879773120232,54.9256647715975,-33.0852669349704,"80","110","0","0","0","0","0","2001"
1076.59,15.74,27.1,177.7,4.57,1513.62,22.13,38.11,28.58,2001-01-10,47491,2255395081,107110967791771,346.80706753574,86.7960457338938,-1.3712048358622,"80","110","140","150","175","0","0","2001"
1129.68,15.74,25.9,177.4,4.65,1590.95,22.17,36.47,30.01,2001-01-11,47492,2255490064,107117734119488,399.874361951248,139.806423954719,51.4828208953372,"160","110","140","150","175","200","250","2001"
1144.93,15.74,24.69,176.7,5.09,1618.81,22.25,34.91,30.5,2001-01-12,47493,2255585049,107124500732157,415.101656366755,154.976799434074,66.49681025586,"160","110","140","150","175","200","250","2001"
1140.21,15.74,24.69,177.1,5.04,1608.5,22.2,34.83,30.28,2002-01-01,47847,2289335409,109537831314423,402.343879456496,121.897458820996,-24.0770074233383,"80","110","140","150","175","200","0","2002"
1100.67,15.73,24.7,177.8,4.91,1546.61,22.11,34.7,29.09,2002-01-02,47848,2289431104,109544699464192,362.781173872004,82.2768610782898,-63.8661050747862,"80","110","0","0","0","0","0","2002"
1153.79,15.73,24.7,178.8,5.28,1612.18,21.98,34.51,30.29,2002-01-03,47849,2289526801,109551567901049,415.878468287511,135.316260594113,-10.9952400852011,"160","110","140","150","175","200","0","2002"
1111.93,15.83,25.38,179.8,5.21,1545.05,22,35.27,29.01,2002-01-04,47850,2289622500,109558436625000,373.995762703019,93.3756573684666,-53.1044124573535,"80","110","140","150","0","0","0","2002"
1079.25,15.94,26.06,179.8,5.16,1499.64,22.14,36.21,28.13,2002-01-05,47851,2289718201,109565305636051,341.293057118527,60.6150514013491,-86.0336221940205,"80","0","0","0","0","0","0","2002"
1014.02,16.04,26.74,179.9,4.93,1408.22,22.28,37.14,26.39,2002-01-06,47852,2289813904,109572174934208,276.040351534034,-4.69555730723891,-151.512869297982,"0","0","0","0","0","0","0","2002"
903.59,15.96,27.84,180.1,4.65,1253.46,22.14,38.62,23.46,2002-01-07,47853,2289909609,109579044519477,165.587645949542,-115.206168757298,-262.192153772019,"-160","-110","-140","-150","-175","-200","-250","2002"
912.55,15.88,28.94,180.7,4.26,1261.69,21.96,40.01,23.59,2002-01-08,47854,2290005316,109585914391864,174.52494036505,-106.326782948827,-253.481475618894,"-160","-110","-140","-150","-175","-200","0","2002"
867.81,15.8,30.04,181,3.87,1197.84,21.81,41.46,22.37,2002-01-09,47855,2290101025,109592784551375,129.762234780558,-151.147399881827,-298.470834841391,"-160","-220","-140","-150","-175","-200","-250","2002"
854.63,15.89,29.22,181.3,3.94,1177.7,21.9,40.27,21.96,2002-01-10,47856,2290196736,109599654998016,116.559529196065,-164.408019556297,-311.900231442292,"-160","-220","-140","-150","-175","-200","-250","2002"
909.93,15.98,28.41,181.3,4.05,1253.9,22.02,39.15,23.35,2002-01-11,47857,2290292449,109606525731793,171.836823611573,-109.188641972238,-256.84966542436,"-160","-110","-140","-150","-175","-200","0","2002"
899.18,16.07,27.59,180.9,4.03,1241.83,22.19,38.1,23.1,2002-01-12,47858,2290388164,109613396752712,161.064118027081,-120.01926712965,-267.849136790377,"-160","-110","-140","-150","-175","-200","-250","2002"
895.84,16.12,28.5,181.7,4.05,1231.77,22.16,39.19,22.9,2003-01-01,48212,2324396944,112063825464128,149.686341116821,-152.072833158112,-361.871720467676,"-160","-220","-140","-150","-175","-200","-250","2003"
837.03,16.17,29.41,183.1,3.9,1142.11,22.06,40.13,21.21,2003-01-02,48213,2324493369,112070798799597,90.853635532329,-210.964431537585,-420.944638556409,"-240","-220","-280","-300","-175","-200","-250","2003"
846.63,16.22,30.32,184.2,3.81,1148.31,22,41.12,21.31,2003-01-03,48214,2324589796,112077772424344,100.430929947837,-201.446032658528,-411.607595017385,"-240","-220","-280","-300","-175","-200","-250","2003"
890.03,16.2,31.73,183.8,3.96,1209.8,22.02,43.13,22.43,2003-01-04,48215,2324686225,112084746338375,143.808224363344,-158.127636520941,-368.470589853363,"-160","-220","-140","-150","-175","-200","-250","2003"
935.96,16.19,33.14,183.5,3.57,1274.31,22.04,45.12,23.59,2003-01-05,48216,2324782656,112091720541696,189.715518778852,-112.279243124825,-322.803623067128,"-160","-110","-140","-150","-175","-200","-250","2003"
988,16.17,34.55,183.7,3.33,1343.7,21.99,46.99,24.83,2003-01-06,48217,2324879089,112098695034313,241.73281319436,-60.3208524701801,-271.026694661459,"-80","-110","-140","-150","-175","0","0","2003"
992.54,16.31,35.89,183.9,3.98,1348.41,22.16,48.76,24.87,2003-01-07,48218,2324975524,112105669816232,246.250107609868,-55.8624645570052,-266.749804639131,"-80","-110","-140","-150","-175","0","0","2003"
989.53,16.45,37.24,184.6,4.45,1339.22,22.26,50.4,24.64,2003-01-08,48219,2325071961,112112644887459,243.217402025375,-58.9540793853013,-270.022953002914,"-80","-110","-140","-150","-175","0","0","2003"
1019.44,16.59,38.58,185.2,4.27,1375.23,22.38,52.04,25.24,2003-01-09,48220,2325168400,112119620248000,273.104696440883,-29.1256969550677,-240.376139755589,"-80","-110","0","0","0","0","0","2003"
1038.73,16.86,41.97,185,4.29,1402.77,22.76,56.67,25.68,2003-01-10,48221,2325264841,112126595897861,292.371990856391,-9.91731726630481,-221.34936489993,"-80","0","0","0","0","0","0","2003"
1049.9,17.12,45.35,184.5,4.3,1421.69,23.19,61.41,25.95,2003-01-11,48222,2325361284,112133571837048,303.519285271899,1.17105968098767,-210.442628438719,"0","0","0","0","0","0","0","2003"
1080.64,17.39,48.74,184.3,4.27,1464.91,23.57,66.07,26.64,2003-01-12,48223,2325457729,112140548065567,334.236579687407,31.8294338868095,-179.965930374724,"0","0","0","0","0","0","0","2003"
1132.52,17.6,49.83,185.2,4.15,1527.77,23.74,67.22,27.66,2004-01-01,48577,2359724929,114628357876033,378.078802777147,54.6416424429629,-223.728204629219,"0","0","0","0","0","0","0","2004"
1143.36,17.81,50.91,186.2,4.08,1534.11,23.9,68.31,27.65,2004-01-02,48578,2359822084,114635437196552,388.896097192654,65.3990434267243,-213.165312998684,"0","0","0","0","0","0","0","2004"
1123.98,18.02,52,187.4,3.83,1498.45,24.02,69.32,26.89,2004-01-03,48579,2359919241,114642516808539,369.493391608162,45.9364416690148,-232.822460753655,"0","0","0","0","0","0","0","2004"
1133.36,18.21,53.38,188,4.35,1506.14,24.2,70.94,26.9,2004-01-04,48580,2360016400,114649596712000,378.85068602367,55.2338371698346,-223.719647896913,"0","0","0","0","0","0","0","2004"
1102.78,18.41,54.77,189.1,4.72,1456.97,24.32,72.36,25.9,2004-01-05,48581,2360113561,114656676906941,348.247980439178,24.571229929184,-254.57687443122,"0","0","0","0","0","0","0","2004"
1132.76,18.6,56.15,189.7,4.73,1491.85,24.5,73.95,26.4,2004-01-06,48582,2360210724,114663757393368,378.205274854686,54.4686199470624,-224.87414035936,"0","0","0","0","0","0","0","2004"
1105.85,18.79,56.69,189.4,4.5,1458.71,24.78,74.78,25.7,2004-01-07,48583,2360307889,114670838171287,351.272569270193,27.4760072234707,-252.061445684108,"0","0","0","0","0","0","0","2004"
1088.94,18.97,57.23,189.5,4.28,1435.65,25.01,75.45,25.17,2004-01-08,48584,2360405056,114677919240704,334.339863685701,10.4833917584081,-269.248790408249,"-80","0","0","0","0","0","0","2004"
1117.66,19.16,57.77,189.9,4.13,1470.41,25.21,76,25.67,2004-01-09,48585,2360502225,114685000601625,363.037158101209,39.1207735518751,-240.806174534543,"0","0","0","0","0","0","0","2004"
1117.21,19.25,58.03,190.9,4.1,1462.12,25.2,75.95,25.41,2004-01-10,48586,2360599396,114692082254056,362.564452516716,38.5881526038713,-241.533598065774,"0","0","0","0","0","0","0","2004"
1168.94,19.35,58.29,191,4.19,1529.02,25.31,76.25,26.47,2004-01-11,48587,2360696569,114699164198003,414.271746932224,90.2355289143971,-190.081061004726,"0","0","0","0","0","0","0","2004"
1199.21,19.44,58.55,190.3,4.23,1574.38,25.52,76.87,27.14,2004-01-12,48588,2360793744,114706246433472,444.519041347732,120.422902483452,-160.088563354158,"80","110","0","0","0","0","0","2004"
1181.41,19.7,59.11,190.7,4.22,1547.76,25.81,77.44,26.59,2005-01-01,48943,2395417249,117238906417807,418.65855885298,73.117285971217,-278.913121258756,"0","0","0","0","0","0","0","2005"
1199.63,19.97,59.66,191.8,4.17,1562.62,26.01,77.72,26.74,2005-01-02,48944,2395515136,117246092816384,436.855853268488,91.2536835767406,-260.984830151178,"0","0","0","0","0","0","0","2005"
1194.9,20.23,60.22,193.3,4.5,1544.38,26.15,77.83,26.34,2005-01-03,48945,2395613025,117253279508625,432.103147683996,86.4400784407938,-266.006579445153,"0","0","0","0","0","0","0","2005"
1164.43,20.46,61.23,194.6,4.34,1494.94,26.27,78.61,25.41,2005-01-04,48946,2395710916,117260466494536,401.610442099503,55.8864705633765,-296.768369143443,"0","0","0","0","0","0","0","2005"
1178.28,20.7,62.25,194.4,4.14,1514.28,26.6,80,25.65,2005-01-05,48947,2395808809,117267653774123,415.437736515011,69.6528599444886,-283.21019924883,"0","0","0","0","0","0","0","2005"
1202.25,20.93,63.26,194.5,4,1544.29,26.88,81.26,26.07,2005-01-06,48948,2395906704,117274841347392,439.385030930519,93.53924658413,-259.532069764107,"0","0","0","0","0","0","0","2005"
1222.24,21.11,64.33,195.4,4.18,1562.74,26.99,82.25,26.29,2005-01-07,48949,2396004601,117282029214349,459.352325346027,113.445630482301,-239.833980692032,"0","0","0","0","0","0","0","2005"
1224.27,21.29,65.4,196.4,4.26,1557.36,27.08,83.19,26.1,2005-01-08,48950,2396102500,117289217375000,461.359619761534,115.392011639001,-238.095932035398,"0","0","0","0","0","0","0","2005"
1225.92,21.47,66.47,198.8,4.2,1540.64,26.98,83.53,25.73,2005-01-09,48951,2396200401,117296405829351,462.986914177042,116.958390054231,-236.737923796978,"0","0","0","0","0","0","0","2005"
1191.96,21.72,67.59,199.2,4.46,1494.95,27.24,84.77,24.88,2005-01-10,48952,2396298304,117303594577408,429.00420859255,82.9147657279901,-270.989955979515,"0","0","0","0","0","0","0","2005"
1237.37,21.97,68.71,197.6,4.54,1564.47,27.78,86.87,25.93,2005-01-11,48953,2396396209,117310783619177,474.391503008057,128.241138660278,-225.872028585832,"80","0","0","0","0","0","0","2005"
1262.07,22.22,69.83,196.8,4.47,1602.18,28.21,88.65,26.44,2005-01-12,48954,2396494116,117317972954664,499.068797423565,152.857508851096,-201.464141618671,"80","110","140","0","0","0","0","2005"
1278.73,22.41,70.78,198.3,4.42,1611.05,28.23,89.17,26.47,2006-01-01,49308,2431278864,119881498226112,507.691020513306,139.740296095893,-290.77305619328,"0","0","0","0","0","0","0","2006"
1276.65,22.59,71.72,198.7,4.57,1605.2,28.41,90.18,26.25,2006-01-02,49309,2431377481,119888792210629,505.588314928813,137.57569306465,-293.159696066608,"0","0","0","0","0","0","0","2006"
1293.74,22.78,72.67,199.8,4.72,1617.73,28.48,90.87,26.33,2006-01-03,49310,2431476100,119896086491000,522.655609344321,154.581087291937,-276.37637735473,"80","0","0","0","0","0","0","2006"
1302.17,23,73.28,201.5,4.99,1614.53,28.52,90.85,26.15,2006-01-04,49311,2431574721,119903381067231,531.062903759829,162.926478777753,-268.253100060449,"80","110","0","0","0","0","0","2006"
1290.01,23.22,73.88,202.5,5.11,1591.56,28.65,91.15,25.65,2006-01-05,49312,2431673344,119910675939328,518.880198175337,150.681867522098,-280.719864186542,"80","0","0","0","0","0","0","2006"
